Nom,Connections Nombre,Date,Dates de Tirage,Dernier Tirage,Description,Elément de la Suite,Mots-clés de la Suite,Nombre de Tirages,Nombres et Cartes de la Court🦄,Numbre Lié,Numerologie,Numéro Random,Renversée,Signification,Signification du Nombre,Suite,Suite 1,TIRAGES,TIRAGES DE TAROT 🪬,Tarot Suites 🦄
XVIII La Lune,"https://www.notion.so/30f59c0f4dd54af4ab2ecb9229fc6423, https://www.notion.so/81486c11e9f74d40866624d6e245e7c8, https://www.notion.so/8e82231fe1f84fe596700cf4ffe5de92, https://www.notion.so/d35ac4e06a4544769b7343950db70a31, https://www.notion.so/db9bdef69fa543ac9e602924e88d8e2f, https://www.notion.so/ec2fb8726d9c4fb995fb63f4cfcd8172",,,,"La distinction entre cette carte et certains des types conventionnels est que la lune est croissante sur ce qu'on appelle le côté de la pitié, à droite de l'observateur. Elle possède seize rayons principaux et seize rayons secondaires. Cette carte représente la vie de l'imagination en dehors de la vie de l'esprit. Le chemin entre les tours est la sortie vers l'inconnu. Le chien et le loup sont les peurs de l'esprit naturel en présence de ce lieu de sortie, lorsqu'il n'y a que la lumière réfléchie pour le http://guider.la/
 dernière référence est une clé pour une autre forme de symbolisme. Cette dernière référence est la clé d'une autre forme de symbolisme. La lumière intellectuelle est un reflet et au-delà d'elle se trouve le mystère inconnu qu'elle ne peut dévoiler. Elle éclaire notre nature animale, dont les types sont représentés ci-dessous - le chien, le loup et ce qui sort des profondeurs, la tendance sans nom et hideuse qui est inférieure à la bête sauvage. Elle s'efforce d'atteindre la manifestation, symbolisée par le fait de ramper de l'abîme de l'eau jusqu'à la terre, mais en règle générale, elle retombe d'où elle est venue. Le visage de l'esprit dirige un regard calme sur l'agitation qui règne en bas ; la rosée de la pensée tombe ; le message est : Et il se peut qu'un calme s'installe sur la nature animale, tandis que l'abîme en dessous cessera de donner une forme.",,"Renaissance, émergence",0,,18,Neuf (https://www.notion.so/Neuf-3e80e97e22564b17bc1343bdb2242adb?pvs=21),✨19,"Confusion, clarté; L'instabilité, l'inconstance, le silence, des degrés moindres de tromperie et d'erreur.","Illusion, subconscient, Ennemis cachés, danger, calomnie, ténèbres, terreur, tromperie, forces occultes, erreur.",Intégration des enseignements tirés des autres numéros,Arcane Majeure : Spirale de Renaissance,Arcane Majeure : 3ème Ligne (https://www.notion.so/Arcane-Majeure-3-me-Ligne-7826df0c5a0f44b6a7670726a851e93a?pvs=21),,,
As de Pentacles,"https://www.notion.so/130805d5f8c54825a7c8a61682882c01, https://www.notion.so/27d5ca59365c435f89c4121027368a3c, https://www.notion.so/34165b0a55984ba0ba00fa134ff5cb79, https://www.notion.so/8e930ab535b74904bbd4b2db25eb0429, https://www.notion.so/a991a1b7910240059ea2fa497a28eddc, https://www.notion.so/c828903eafcb45789c616d561264a598, https://www.notion.so/e11f7e97f22a4da0977fea4e9f1bc706",,,,"Une main - sortant, comme d'habitude, d'un nuage - tient un pentacle.",🌱Terre,"Corps, fabrication, rapport aux ressources",0,,1,As/Un (https://www.notion.so/As-Un-291bbf0a48234c84be0a32df14f72e31?pvs=21),✨37,"Ne pas voir les opportunités; Le mauvais côté de la richesse, la mauvaise intelligence ; également les grandes richesses. Dans tous les cas, elle indique la prospérité, des conditions matérielles confortables, mais le fait qu'elles soient avantageuses pour le possesseur dépendra du fait que la carte soit inversée ou non.","Nouvelles opportunités, manifestation. Contentement parfait, félicité, extase ; aussi intelligence rapide ; or.","Une invitation à prendre vos outils, à la magie personnelle, aux capacités infinies, au partage des messages.",Pentacles,Pentacles (https://www.notion.so/Pentacles-6dc23f23bede4957b9abf2c636fd3199?pvs=21),,,
Cinq de Pentacles,"https://www.notion.so/02607a24b1004b958e1fcc325b077d43, https://www.notion.so/0e32926d98784416951ee5af3efd2809, https://www.notion.so/43f0f7a0e8d84ac79ee317ac41b8cc9b, https://www.notion.so/5c8f48d7b6404ac986c87153ccd48660, https://www.notion.so/8d516790c57d45bfb82be0dca4be42ed, https://www.notion.so/ce3debfe0aaf4d279296b9cc563c3cb1",,,,Deux mendiants dans une tempête de neige passent devant un battant éclairé.,🌱Terre,"Corps, fabrication, rapport aux ressources",0,,5,Cinq (https://www.notion.so/Cinq-e1b3287c821e44a2a793a6a1dcbc7e97?pvs=21),✨41,"Sortir de la pénurie; Désordre, chaos, ruine, discorde, prodigalité.","L'esprit de pénurie. Cette carte présage surtout des ennuis matériels, que ce soit sous la forme illustrée - c'est-à-dire la misère - ou autrement. Pour certains cartomanciens, c'est une carte d'amour et d'amants - femme, mari, ami, maîtresse - mais aussi de concordance, d'affinités. Ces alternatives ne peuvent être harmonisées.","Chrysalide, l'obscurité comme partie de la transformation",Pentacles,Pentacles (https://www.notion.so/Pentacles-6dc23f23bede4957b9abf2c636fd3199?pvs=21),,,
XI La Justice,"https://www.notion.so/45dcdc05ce5143f39a175c8a0c248044, https://www.notion.so/6b332450c461455ea8b55a3c2d44a732, https://www.notion.so/7d601c69d2204d5e8caf5f41a24d6ec0, https://www.notion.so/90262c49ad634373865b83f7c2e9c3ec, https://www.notion.so/a85d694b6bce437ea2304bf23dbfdccb, https://www.notion.so/b06474f617794d3490c3d30c6169cda7, https://www.notion.so/fbaaf63b7e954ea999d02b37912624da",,,,"Comme cette carte suit le symbolisme traditionnel et porte surtout ses significations évidentes, il n'y a pas grand-chose à dire à son sujet en dehors des quelques considérations recueillies dans la première partie, à laquelle le lecteur est renvoyé.On verra cependant que la figure est assise entre des piliers, comme la Grande Prêtresse, et à ce titre il semble souhaitable d'indiquer que le principe moral qui traite chaque homme selon ses œuvres - tout en étant, bien sûr, en stricte analogie avec les choses supérieures - diffère dans son essence de la justice spirituelle qui est impliquée dans l'idée d'élection. Cette dernière appartient à un ordre mystérieux de la Providence, en vertu duquel il est possible à certains hommes de concevoir l'idée de consécration aux choses les plus élevées. L'opération de celle-ci est comme la respiration de l'Esprit où il veut, et nous n'avons à son sujet aucun canon de critique ni aucun motif d'explication. Elle est analogue à la possession des dons féeriques, des dons élevés et des dons gracieux du poète : nous les avons ou nous ne les avons pas, et leur présence est aussi mystérieuse que leur absence. La loi de la Justice n'est cependant impliquée par aucune des deux alternatives. En conclusion, les piliers de la Justice ouvrent sur un monde et les piliers de la Grande Prêtresse sur un autre.",,"Transformation, lâcher-prise, approfondissement, l'inconscient",0,,11,Deux (https://www.notion.so/Deux-2fc9d09967e54e819d63befe47b36334?pvs=21),✨12,"Malhonnêteté, injustice; Le droit dans tous ses départements, les complications juridiques, le sectarisme, les préjugés, la sévérité excessive.","Vérité, harmonie, Équité, droit, probité, exécutif ; triomphe du côté méritant en droit.","Dualité, Intuition",Arcane Majeure : Ligne de Mort,Arcane Majeure : 2ème ligne (https://www.notion.so/Arcane-Majeure-2-me-ligne-97dab140117e45a3a8a808994b8d07fe?pvs=21),,,
III L’Impératrice,"https://www.notion.so/1256b41e7c4e407fadb601c9fe2c8046, https://www.notion.so/3b83fa022d4f40beb5f8ca2b77d1ca11, https://www.notion.so/4b5761373d044996925088a468f6301c, https://www.notion.so/4dee890fd9924dacb30020920f70dac0, https://www.notion.so/55c7f16955a3471bb1b61a8df7dd8b39, https://www.notion.so/a81e8cdec384425980b56077b8d599cc, https://www.notion.so/fb0a43a12b27490a8496d45e5e405c82",,,,"Une figure majestueuse, assise, avec de riches vêtements et un aspect royal, comme une fille du ciel et de la terre. Son diadème est composé de douze étoiles, réunies en une grappe. Le symbole de Vénus est sur le bouclier qui repose près d'elle. Devant elle, un champ de blé mûrit et, au-delà, il y a une chute d'eau. Le sceptre qu'elle porte est surmonté du globe de ce monde. Elle est le jardin d'Eden inférieur, le Paradis terrestre, tout ce qui est symbolisé par la maison visible de l'homme. Elle n'est pas Regina coeli, mais elle est encore refugium peccatorum, la mère féconde de milliers de personnes. Il y a aussi certains aspects dans lesquels elle a été correctement décrite comme le désir et ses ailes, comme la femme revêtue du soleil, comme le Gloria Mundi et le voile du Sanctum Sanctorum ; mais elle n'est pas, ajouterai-je, l'âme qui a atteint les ailes, à moins que tout le symbolisme ne soit compté d'une manière différente et inhabituelle. Elle est avant tout la fécondité universelle et le sens extérieur du Verbe. Dans un autre ordre d'idées, la carte de l'Impératrice signifie la porte ou le portail par lequel on entre dans cette vie, comme dans le jardin de Vénus ; puis le chemin qui en sort, vers l'au-delà, est le secret connu de la Grande Prêtresse : il est communiqué par elle aux élus. La plupart des anciennes attributions de cette carte sont complètement erronées en ce qui concerne le symbolisme - comme, par exemple, son identification avec le Verbe, la Nature divine, la Triade, etc.",,"Vie, égo, conscience",0,,3,Trois (https://www.notion.so/Trois-5b61bce79f3347f48d65a28533791737?pvs=21),✨4,"Lutte avec la réception, état d'esprit de rareté, La lumière, la vérité, le démêlage des affaires en cours, les réjouissances publiques ; selon une autre lecture, l'hésitation.","Réceptivité, abondance, énergie féminine, connexion aux 5 sens, La fécondité, l'action, l'initiative, la longueur des jours ; l'inconnu, le clandestin ; aussi la difficulté, le doute, l'ignorance.","Synthèse ; connexion de l'esprit, de l'âme et du corps",Arcane Majeure : Ligne de Vie,Arcane Majeure : Ligne 1 (https://www.notion.so/Arcane-Majeure-Ligne-1-f39864cb82b24dcd80031d96ebf1e8a4?pvs=21),,,
Roi d’Epées,"https://www.notion.so/0e7ef84f1d7c4211898fc0ad598b0f09, https://www.notion.so/59c183dcf98947f1a886fd2212a0c1b2, https://www.notion.so/9e8957fe4c054bc0bef907d6a3f42fbc, https://www.notion.so/db348cc2dbfd4495885168a5fec2ba17",,,,"Il siège en tant que juge, tenant le signe de son costume non dégainé. Il rappelle, bien sûr, le symbole conventionnel de la justice dans les Atouts majeurs, et il peut représenter cette vertu, mais il est plutôt le pouvoir de vie et de mort, en vertu de sa fonction.",🌬Air,"Esprit, Imaginaire, Mental",0,,14,Rois (https://www.notion.so/Rois-d1cba03a95144655aed1ef253fd839f4?pvs=21),✨64,"Manipulation; Cruauté, perversité, barbarie, perfidie, mauvaise intention.","Dire la vérité, s'exprimer clairement. Tout ce qui découle de l'idée de jugement et de toutes ses connexions - pouvoir, commandement, autorité, intelligence militante, loi, offices de la couronne, etc.",Concrétisation,Epées,Epées (https://www.notion.so/Ep-es-bcb057fdbc6f4faab96344f1bddec5bc?pvs=21),,,
Deux de Bâtons,"https://www.notion.so/45dcdc05ce5143f39a175c8a0c248044, https://www.notion.so/6b332450c461455ea8b55a3c2d44a732, https://www.notion.so/7d601c69d2204d5e8caf5f41a24d6ec0, https://www.notion.so/90262c49ad634373865b83f7c2e9c3ec, https://www.notion.so/a85d694b6bce437ea2304bf23dbfdccb, https://www.notion.so/b06474f617794d3490c3d30c6169cda7, https://www.notion.so/fbaaf63b7e954ea999d02b37912624da",,,,"Un homme de grande taille regarde la mer et le rivage depuis un toit crénelé ; il tient un globe dans sa main droite, tandis qu'un bâton dans sa main gauche repose sur le créneau ; un autre est fixé dans un anneau. On remarque la rose, la croix et le lys sur le côté gauche.",🔥 Feu,"Feu, action, créativité",0,,2,Deux (https://www.notion.so/Deux-2fc9d09967e54e819d63befe47b36334?pvs=21),✨24,"La procrastination ou le fait de se lancer avant d'être prêt. Surprise, émerveillement, enchantement, émotion, trouble, peur.","Préparation, décisions, Entre les lectures alternatives, il n'y a pas de mariage possible ; d'un côté, la richesse, la fortune, la magnificence ; de l'autre, la souffrance physique, la maladie, le chagrin, la tristesse, la mortification. Le dessin donne une suggestion ; voici un seigneur qui surplombe sa domination et contemple alternativement un globe terrestre ; on dirait la maladie, la mortification, la tristesse d'Alexandre au milieu de la grandeur des richesses de ce monde.","Dualité, Intuition",Bâtons,Bâtons (https://www.notion.so/B-tons-bb87bd4935944028bfbf72b7897c337e?pvs=21),,,
Deux d’Epées,"https://www.notion.so/45dcdc05ce5143f39a175c8a0c248044, https://www.notion.so/6b332450c461455ea8b55a3c2d44a732, https://www.notion.so/7d601c69d2204d5e8caf5f41a24d6ec0, https://www.notion.so/90262c49ad634373865b83f7c2e9c3ec, https://www.notion.so/a85d694b6bce437ea2304bf23dbfdccb, https://www.notion.so/b06474f617794d3490c3d30c6169cda7, https://www.notion.so/fbaaf63b7e954ea999d02b37912624da",,,,Une silhouette de femme encapuchonnée porte deux épées en équilibre sur ses épaules.,🌬Air,"Esprit, Imaginaire, Mental",0,,2,Deux (https://www.notion.so/Deux-2fc9d09967e54e819d63befe47b36334?pvs=21),✨52,"Regarder à l'extérieur pour trouver les réponses, esprit de décision; Imposture, fausseté, duplicité, déloyauté.","Méditation/choix entre les voies. La conformité et l'équilibre qu'elle suggère, le courage, l'amitié, la concorde dans un état d'armes ; une autre lecture donne la tendresse, l'affection, l'intimité. La suggestion d'harmonie et les autres lectures favorables doivent être considérées avec réserve, car les épées ne symbolisent généralement pas les forces bénéfiques dans les affaires humaines.","Dualité, Intuition",Epées,Epées (https://www.notion.so/Ep-es-bcb057fdbc6f4faab96344f1bddec5bc?pvs=21),,,
XIII La Mort,"https://www.notion.so/32fb62f5a60f4a7cad6342989636fb75, https://www.notion.so/4bb79aec6e064c71828c03ebd42bf035, https://www.notion.so/b54e1fe7547a466f97ad45f7e7385ab5, https://www.notion.so/cf3ef54f956f4748af85d9967365d119, https://www.notion.so/e2924185689b466d99e6a71e9057d2be, https://www.notion.so/f5ff3e27e6274b3d9d2fab6e6cf85751",,,,"Le voile ou le masque de la vie se perpétue dans le changement, la transformation et le passage d'un niveau inférieur à un niveau supérieur, ce qui est mieux représenté dans le Tarot rectifié par l'une des visions apocalyptiques que par la notion grossière du squelette fauché. Derrière elle se cache tout le monde de l'ascension dans l'esprit. Le mystérieux cavalier avance lentement, portant une bannière noire sur laquelle est inscrite la Rose Mystique, qui signifie la vie. Entre deux piliers, au bord de l'horizon, brille le soleil de l'immortalité. Le cavalier ne porte aucune arme visible, mais le roi, l'enfant et la jeune fille tombent devant lui, tandis qu'un prélat, les mains jointes, attend sa http://fin.il/
 n'est pas nécessaire de préciser que la suggestion de la mort que j'ai faite à propos de la carte précédente doit, bien entendu, être comprise de façon mystique, mais ce n'est pas le cas ici. Le passage naturel de l'homme au stade suivant de son être est ou peut être une forme de son progrès, mais l'entrée exotique et presque inconnue, alors qu'il est encore dans cette vie, dans l'état de mort mystique est un changement dans la forme de la conscience et le passage dans un état vers lequel la mort ordinaire n'est ni le chemin ni la porte. Les explications occultes existantes de la 13e carte sont, dans l'ensemble, meilleures que les habituelles, renaissance, création, destination, renouvellement, et le reste.",,"Transformation, lâcher-prise, approfondissement, l'inconscient",0,,13,Quatre (https://www.notion.so/Quatre-944513e796a64c0b97ca99a25a907ec9?pvs=21),✨14,"Stagnation, peur du changement; Inertie, sommeil, léthargie, pétrification, somnambulisme ; espoir détruit.","Métamorphose, transformation, fin, mortalité, destruction, corruption aussi, pour un homme, la perte d'un bienfaiteur ; pour une femme, de nombreuses contrariétés ; pour une jeune fille, l'échec des projets de mariage.","Structure, limites, soins personnels",Arcane Majeure : Ligne de Mort,Arcane Majeure : 2ème ligne (https://www.notion.so/Arcane-Majeure-2-me-ligne-97dab140117e45a3a8a808994b8d07fe?pvs=21),,,
Six d’Epées,"https://www.notion.so/2d2b37fc265745008eb73475092a4278, https://www.notion.so/4709ecb04be74dc8b530e7d7fd7dcc71, https://www.notion.so/51331b416be648c78509bc7448548291, https://www.notion.so/8b38a428641b4738ac23d4deca431b0f, https://www.notion.so/dd67761b50d34651a928c20f94110a96, https://www.notion.so/f9db2aadbec64204887e60a0a9f8ad55",,,,"Un passeur transporte des passagers dans sa barque jusqu'à la rive opposée. Le parcours est régulier, et comme le chargement est léger, on peut noter que le travail n'est pas au-dessus de ses forces.",🌬Air,"Esprit, Imaginaire, Mental",0,,6,Six (https://www.notion.so/Six-7dc5f0e583094f4481277414c377ddc8?pvs=21),✨56,"Transport de bagages; Déclaration, confession, publicité ; un compte rendu dit qu'il s'agit d'une proposition d'amour.","Transition, changement. voyage par voie d'eau, route, chemin, envoyé, commissionnaire, expédient.","Expansion, créativité, sortie de la chrysalide",Epées,Epées (https://www.notion.so/Ep-es-bcb057fdbc6f4faab96344f1bddec5bc?pvs=21),,,
As de Coupes,"https://www.notion.so/130805d5f8c54825a7c8a61682882c01, https://www.notion.so/27d5ca59365c435f89c4121027368a3c, https://www.notion.so/34165b0a55984ba0ba00fa134ff5cb79, https://www.notion.so/8e930ab535b74904bbd4b2db25eb0429, https://www.notion.so/a991a1b7910240059ea2fa497a28eddc, https://www.notion.so/c828903eafcb45789c616d561264a598, https://www.notion.so/e11f7e97f22a4da0977fea4e9f1bc706",,,,"Les eaux sont au-dessous, et sur elles se trouvent des nénuphars ; la main sort du nuage, tenant dans sa paume la coupe, d'où coulent quatre ruisseaux ; une colombe, portant dans son bec une hostie marquée d'une croix, descend pour placer l'hostie dans la coupe ; la rosée de l'eau tombe de tous côtés. C'est une indication de ce qui peut se cacher derrière les arcanes mineurs.",💧Eau,"Emotions, Relations",0,,1,As/Un (https://www.notion.so/As-Un-291bbf0a48234c84be0a32df14f72e31?pvs=21),✨65,"Emotions bloquées; Maison du faux cœur, mutation, instabilité, révolution.","Honorer ses émotions. Maison du vrai cœur, joie, contentement, demeure, nourriture, abondance, fertilité ; Table sainte, félicité de celle-ci.","Une invitation à prendre vos outils, à la magie personnelle, aux capacités infinies, au partage des messages.",Coupes,Coupes (https://www.notion.so/Coupes-27f997d58d8d427c917ebcdc8cf6ae77?pvs=21),,,
I Le Magicien,"https://www.notion.so/130805d5f8c54825a7c8a61682882c01, https://www.notion.so/27d5ca59365c435f89c4121027368a3c, https://www.notion.so/34165b0a55984ba0ba00fa134ff5cb79, https://www.notion.so/8e930ab535b74904bbd4b2db25eb0429, https://www.notion.so/a991a1b7910240059ea2fa497a28eddc, https://www.notion.so/c828903eafcb45789c616d561264a598, https://www.notion.so/e11f7e97f22a4da0977fea4e9f1bc706",,,,"Un jeune personnage vêtu d'une robe de magicien, ayant le visage du divin Apollon, avec un sourire de confiance et des yeux brillants. Au-dessus de sa tête se trouve le signe mystérieux du Saint-Esprit, le signe de la vie, comme une corde sans fin, formant le chiffre 8 en position horizontale. Autour de sa taille se trouve une ceinture de serpent, le serpent semblant dévorer sa propre queue. La plupart des gens connaissent ce symbole conventionnel de l'éternité, mais ici il indique plus particulièrement l'éternité de l'accomplissement dans l'esprit. Dans la main droite du magicien se trouve une baguette levée vers le ciel, tandis que la main gauche est dirigée vers la terre. Ce double signe est connu dans les degrés très élevés des Mystères Institués ; il indique la descente de la grâce, de la vertu et de la lumière, tirées des choses d'en haut et dérivées vers les choses d'en bas. Il s'agit donc de la possession et de la communication des pouvoirs et des dons de l'Esprit. Sur la table devant le magicien se trouvent les symboles des quatre couleurs du Tarot, qui représentent les éléments de la vie naturelle, et qui sont disposés comme des pions devant l'adepte, qui les adapte à sa guise. Au-dessous se trouvent des roses et des lys, le flos campi et le lilium convallium, transformés en fleurs de jardin, pour illustrer la culture de l'aspiration. Cette carte signifie le motif divin dans l'homme, reflétant Dieu, la volonté dans la libération de son union avec ce qui est au-dessus. C'est aussi l'unité de l'être individuel sur tous les plans, et dans un sens très élevé, c'est la pensée, dans sa fixation. En ce qui concerne ce que j'ai appelé le signe de la vie et sa connexion avec le nombre 8, on peut se rappeler que le gnosticisme chrétien parle de la renaissance dans le Christ comme d'un changement ""vers l'Ogdoad"". Le nombre mystique est appelé la Jérusalem d'en haut, la terre où coulent le lait et le miel, l'Esprit Saint et la terre du Seigneur. Selon le martinisme, le 8 est le nombre du Christ.",,"Vie, égo, conscience",0,,1,As/Un (https://www.notion.so/As-Un-291bbf0a48234c84be0a32df14f72e31?pvs=21),✨2,"Se sentir bloqué, créer à partir de l'ego. Médecin, mage, maladie mentale, disgrâce, inquiétude.","Création, manifestation, Habileté, diplomatie, adresse, subtilité ; maladie, douleur, perte, désastre, pièges des ennemis ; confiance en soi, volonté ; le Quérant, si c'est un homme.","Une invitation à prendre vos outils, à la magie personnelle, aux capacités infinies, au partage des messages.",Arcane Majeure : Ligne de Vie,Arcane Majeure : Ligne 1 (https://www.notion.so/Arcane-Majeure-Ligne-1-f39864cb82b24dcd80031d96ebf1e8a4?pvs=21),,,
Neuf de Coupes,"https://www.notion.so/30f59c0f4dd54af4ab2ecb9229fc6423, https://www.notion.so/81486c11e9f74d40866624d6e245e7c8, https://www.notion.so/8e82231fe1f84fe596700cf4ffe5de92, https://www.notion.so/d35ac4e06a4544769b7343950db70a31, https://www.notion.so/db9bdef69fa543ac9e602924e88d8e2f, https://www.notion.so/ec2fb8726d9c4fb995fb63f4cfcd8172",,,,"Un personnage de qualité a festoyé à sa guise, et un rafraîchissement abondant de vin se trouve sur le comptoir arqué derrière lui, semblant indiquer que l'avenir est également assuré. L'image n'offre que le côté matériel, mais il y a d'autres aspects.",💧Eau,"Emotions, Relations",0,,9,Neuf (https://www.notion.so/Neuf-3e80e97e22564b17bc1343bdb2242adb?pvs=21),✨73,"Résistance à vos désirs; Vérité, loyauté, liberté ; mais les lectures varient et comprennent des erreurs, des imperfections, etc.","Écouter vos désirs; Concorde, contentement, bien-être physique ; également victoire, succès, avantage ; satisfaction pour le Querent ou la personne pour laquelle la consultation est faite.",Intégration des enseignements tirés des autres numéros,Coupes,Coupes (https://www.notion.so/Coupes-27f997d58d8d427c917ebcdc8cf6ae77?pvs=21),,,
Sept d’Epées,"https://www.notion.so/232ceea3228d488dbe52286061b73357, https://www.notion.so/81cac96138514faa97222198189699f9, https://www.notion.so/91d74bc899b04031b377fe86d54b60cd, https://www.notion.so/c0d690a20b87430e98ce5ba0ae8f938d, https://www.notion.so/d2993811cf8d4530830ea523a4b37fa4, https://www.notion.so/e6a5e8c12a854790a17202b0f262910b",,,,Un homme en train d'emporter rapidement cinq épées ; les deux autres de la carte restent plantées dans le sol. Un camp est proche.,🌬Air,"Esprit, Imaginaire, Mental",0,,7,Sept (https://www.notion.so/Sept-7a90e004895c4c40b98845c975331b5a?pvs=21),✨57,"Confiance, clarté; Bon conseil, avis, instruction, calomnie, bavardage.","Envie, conflit intérieur, incertitude. Dessein, tentative, souhait, espoir, confiance ; aussi querelle, plan qui peut échouer, contrariété. Le dessein est incertain dans sa signification, car les significations sont largement divergentes les unes des autres.",Travail intérieur,Epées,Epées (https://www.notion.so/Ep-es-bcb057fdbc6f4faab96344f1bddec5bc?pvs=21),,,
VIII La Force,"https://www.notion.so/0f16cb79cc4249b98771ffc5c6396dbd, https://www.notion.so/394b21f3f2c94669b237db5ba0b4aa2d, https://www.notion.so/5e45d9172a5e4969b9de36d5d6bb3b0e, https://www.notion.so/ad97e5932f8c4f27b99ee408fec5c54f, https://www.notion.so/d2cfbe5be31f4282b792e2d02ef5bf9a, https://www.notion.so/d661a1f78b914aef976db67812f3f0a7",,,,"Une femme, au-dessus de la tête de laquelle plane le même symbole de vie que celui de la carte du magicien, ferme les mâchoires d'un lion. Le seul point sur lequel ce dessin diffère des présentations conventionnelles est que sa force d'âme bienfaisante a déjà maîtrisé le lion, qui est conduit par une chaîne de fleurs. Pour des raisons qui me satisfont, cette carte a été interchangée avec celle de la justice, qui porte habituellement le numéro huit. Comme la variation n'entraîne rien de significatif pour le lecteur, il n'y a pas lieu de s'expliquer. La force, dans l'un de ses aspects les plus exaltés, est liée au Mystère Divin de l'Union ; la vertu, bien sûr, opère sur tous les plans, et donc fait appel à tous dans son symbolisme. Elle est également liée à l'innocentia inviolata et à la force qui réside dans la contemplation. Ces significations plus élevées sont, cependant, des questions d'inférence, et je ne suggère pas qu'elles soient transparentes à la surface de la carte. Ces significations supérieures sont toutefois des questions d'inférence, et je ne suggère pas qu'elles soient transparentes à la surface de la carte. Elles sont suggérées de manière cachée par la chaîne de fleurs, qui signifie, parmi beaucoup d'autres choses, le doux joug et le léger fardeau de la Loi divine, lorsqu'elle a été portée dans le cœur des cœurs. La carte n'a rien à voir avec la confiance en soi au sens ordinaire, bien que cela ait été suggéré, mais elle concerne la confiance de ceux dont la force est Dieu, qui ont trouvé leur refuge en Lui. Il y a un aspect dans lequel le lion représente les passions, et celle qui est appelée Force est la nature supérieure dans sa libération. Elle a marché sur l'aspic et le basilic et a foulé aux pieds le lion et le dragon.",,"Transformation, lâcher-prise, approfondissement, l'inconscient",0,,8,Huit (https://www.notion.so/Huit-c63bc808e73246ffae792435b478ce3a?pvs=21),✨9,"Défensive, doute, Despotisme, abus de pouvoir, faiblesse, discorde, parfois même disgrâce.","Force intérieure, Puissance, énergie, action, courage, magnanimité ; également succès complet et honneurs.","Transformation, mouvement",Arcane Majeure : Ligne de Mort,Arcane Majeure : 2ème ligne (https://www.notion.so/Arcane-Majeure-2-me-ligne-97dab140117e45a3a8a808994b8d07fe?pvs=21),,,
Dix de Pentacles,"https://www.notion.so/078e6256b4a54ceb926b752548cd077d, https://www.notion.so/71d29e3962d54dee9fcd4282892726d7, https://www.notion.so/7bdf3c386c8c40769f0beb3925c72e24, https://www.notion.so/8e930ab535b74904bbd4b2db25eb0429, https://www.notion.so/b2b8378ca1b544b8a086eae2d120cd3d",,,,"Un homme et une femme sous une arche qui donne accès à une maison et à un domaine. Ils sont accompagnés d'un enfant, qui regarde avec curiosité deux chiens accostant un ancien personnage assis au premier plan. La main de l'enfant est posée sur l'un d'eux.",🌱Terre,"Corps, fabrication, rapport aux ressources",0,,10,Dix (https://www.notion.so/Dix-9d82c0dfb3ca4e26ae4803dc7c42b459?pvs=21),✨46,"Insatisfaction à l'égard de vos réalisations; Hasard, fatalité, perte, vol, jeux de hasard ; parfois don, dot, pension.","Héritage, sécurité. Gain, richesse ; affaires familiales, archives, extraction, la demeure d'une famille.",Achèvement,Pentacles,Pentacles (https://www.notion.so/Pentacles-6dc23f23bede4957b9abf2c636fd3199?pvs=21),,,
Dix d’Epées,"https://www.notion.so/078e6256b4a54ceb926b752548cd077d, https://www.notion.so/71d29e3962d54dee9fcd4282892726d7, https://www.notion.so/7bdf3c386c8c40769f0beb3925c72e24, https://www.notion.so/8e930ab535b74904bbd4b2db25eb0429, https://www.notion.so/b2b8378ca1b544b8a086eae2d120cd3d",,"March 4, 2023",Tirage du 04 Mars 2023,"Une figure prostrée, transpercée par toutes les épées appartenant à la carte.",🌬Air,"Esprit, Imaginaire, Mental",1,,10,Dix (https://www.notion.so/Dix-9d82c0dfb3ca4e26ae4803dc7c42b459?pvs=21),✨60,"Soulagement de la dépression; L'avantage, le profit, le succès, la faveur, mais rien de tout cela n'est permanent ; également le pouvoir et l'autorité.","Fin, dépression. Tout ce qui est suggéré par le dessin ; également la douleur, l'affliction, les larmes, la tristesse, la désolation. Ce n'est pas spécialement une carte de la mort violente.",Achèvement,Epées,Epées (https://www.notion.so/Ep-es-bcb057fdbc6f4faab96344f1bddec5bc?pvs=21),Tirage du Cœur Estival (https://www.notion.so/Tirage-du-C-ur-Estival-f9ec550a7280458a922eb7cfbaaa88ac?pvs=21),Tirage du 04 Mars 2023 (https://www.notion.so/Tirage-du-04-Mars-2023-059ad0c998d4461880f16d1d0ca1475f?pvs=21),
